,Plant_Species_Corrected,Genus,Spp,Plant_Family,FruitLength,FruitWidth,Citation.ID.width,Citation.ID.length,WoodDensity,WoodDensity_TaxonomicLevel
81,Solanum_terminale,Solanum,terminale,Solanaceae,7.5,8,"Hyde, M.A., Wursten, B.T., Ballings, P. & Coates Palgrave, M. (2023). Flora of Zimbabwe. https://www.zimbabweflora.co.zw/index.php","Sinnott-Armstrong, M. A., Downie, A. E., Federman, S., Valido, A., Jordano, P., & Donoghue, M. J. (2019). Data from: Global geographic patterns in the colours and sizes of animal‐dispersed fruits (Version 1, p. 102016329 bytes) [dataset]. Dryad. https://doi.org/10.5061/DRYAD.BH84VS3",0.411857143,genus
82,Albizia_grandibracteata,Albizia,grandibracteata,Fabaceae,200,40,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.456,species
83,Balanites_wilsoniana,Balanites,wilsoniana,Zygophyllaceae,120,70,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.661777778,genus
84,Blighia_unijugata,Blighia,unijugata,Sapindaceae,40,15,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.508,species
85,Celtis_africana,Celtis,africana,Cannabaceae,8,5,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.619,species
86,Chaetachme_aristata,Chaetachme,aristata,Ulmaceae,20,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.662276667,family
87,Cordia_millenii,Cordia,millenii,Boraginaceae,45,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.40925,species
88,Fagaropsis_angolensis,Fagaropsis,angolensis,Rutaceae,7,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.504,species
89,Ficus_saussureana,Ficus,saussureana,Moraceae,30,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.405534662,genus
90,Harrisonia_abyssinica,Harrisonia,abyssinica,Rutaceae,9,9,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.785,genus
91,Mimusops_bagshawei,Mimusops,bagshawei,Sapotaceae,25,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.835037037,genus
92,Neoboutonia_melleri,Neoboutonia,melleri,Euphorbiaceae,6.5,10,PROTA. Plant Resources of Tropical Africa. https://www.prota4u.org/,"Sinnott-Armstrong, M. A., Downie, A. E., Federman, S., Valido, A., Jordano, P., & Donoghue, M. J. (2019). Data from: Global geographic patterns in the colours and sizes of animal‐dispersed fruits (Version 1, p. 102016329 bytes) [dataset]. Dryad. https://doi.org/10.5061/DRYAD.BH84VS3",0.33,genus
93,Piptadeniastrum_africanum,Piptadeniastrum,africanum,Fabaceae,300,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.605086957,species
94,Aningeria_altissima,Aningeria,altissima,Sapotaceae,19.525,20,World Agroforestry. https://www.worldagroforestry.org/output/agroforestree-database. ,"Sinnott-Armstrong, M. A., Downie, A. E., Federman, S., Valido, A., Jordano, P., & Donoghue, M. J. (2019). Data from: Global geographic patterns in the colours and sizes of animal‐dispersed fruits (Version 1, p. 102016329 bytes) [dataset]. Dryad. https://doi.org/10.5061/DRYAD.BH84VS3",0.714868812,family
95,Piliostigma_thonningii,Piliostigma,thonningii,Fabaceae,250,50,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.702416609,family
96,Capparis_tomentosa,Capparis,tomentosa,Capparaceae,32.15,50,South African National Biodiversity Institute. https://www.sanbi.org/,"Sinnott-Armstrong, M. A., Downie, A. E., Federman, S., Valido, A., Jordano, P., & Donoghue, M. J. (2019). Data from: Global geographic patterns in the colours and sizes of animal‐dispersed fruits (Version 1, p. 102016329 bytes) [dataset]. Dryad. https://doi.org/10.5061/DRYAD.BH84VS3",0.691083333,genus
97,Cassia_sieberiana,Cassia,sieberiana,Fabaceae,400,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.735827778,genus
98,Kigelia_africana,Kigelia,africana,Bignoniaceae,1000,180,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.564,species
99,Neonauclea_excelsa,Neonauclea,excelsa,Rubiaceae,NA,NA,NA,NA,0.62,species
100,Prosopis_africana,Prosopis,africana,Fabaceae,150,24,JSTOR Global Plants. https://about.jstor.org/librarians/primary-sources/global-plants/,JSTOR Global Plants. https://about.jstor.org/librarians/primary-sources/global-plants/,0.8795,species
101,Tamarindus_indica,Tamarindus,indica,Fabaceae,96.9,40,"Bhadoriya, S. S., Ganeshpurkar, A., Narwaria, J., Rai, G. & Jain, A. P. Tamarindus indica: Extent of explored potential. Pharmacogn Rev 5, 73–81 (2011).","Sinnott-Armstrong, M. A., Downie, A. E., Federman, S., Valido, A., Jordano, P., & Donoghue, M. J. (2019). Data from: Global geographic patterns in the colours and sizes of animal‐dispersed fruits (Version 1, p. 102016329 bytes) [dataset]. Dryad. https://doi.org/10.5061/DRYAD.BH84VS3",0.9784,species
102,Vitellaria_paradoxa,Vitellaria,paradoxa,Sapotaceae,80,40,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.714868812,family
103,Anonidium_mannii,Anonidium,mannii,Annonaceae,350,210,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.291,species
104,Autranella_congolensis,Autranella,congolensis,Sapotaceae,70,50,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.751777778,species
105,Bobgunnia_fistuloides,Bobgunnia,fistuloides,Fabaceae,190,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.8662,species
106,Cissus_dinklagei,Cissus,dinklagei,Vitaceae,35,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.554,family
107,Coula_edulis,Coula,edulis,Olacaceae,50,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.894666667,species
108,Detarium_macrocarpum,Detarium,macrocarpum,Fabaceae,80,90,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.7,genus
109,Diospyros_crassiflora ,Diospyros,crassiflora,Ebenaceae,100,100,"Affouard, A., Joly, A., Lombardo, J., Champ, J., Chouet, M., Gresse, H., Botella, C., Bonnet, P. (2023). Pl@ntNet automatically identified occurrences. Version 1.8. Pl@ntNet. Occurrence dataset https://doi.org/10.15468/mma2ec accessed via GBIF.org on 2023-08-16.","Affouard, A., Joly, A., Lombardo, J., Champ, J., Chouet, M., Gresse, H., Botella, C., Bonnet, P. (2023). Pl@ntNet automatically identified occurrences. Version 1.8. Pl@ntNet. Occurrence dataset https://doi.org/10.15468/mma2ec accessed via GBIF.org on 2023-08-16.",0.8582,species
110,Drypetes_gossweileri,Drypetes,gossweileri,Putranjivaceae,90,55,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.669,species
111,Duboscia_macrocarpa,Duboscia,macrocarpa,Malvaceae,50,35,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.488731536,family
112,Duguetia_staudtii,Duguetia,staudtii,Annonaceae,50,50,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.6435,species
113,Irvingia_gabonensis,Irvingia,gabonensis,Irvingiaceae,65,50,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.774875,species
114,Irvingia_robur,Irvingia,robur,Irvingiaceae,100,70,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.819569444,genus
115,Landolphia_mannii,Landolphia,mannii,Apocynaceae,200,200,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.592856179,family
116,Omphalocarpum_procerum,Omphalocarpum,procerum,Sapotaceae,120,150,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.55,genus
117,Pachylobus_buettneri,Pachylobus,buettneri,Burseraceae,NA,NA,NA,NA,0.518144351,family
118,Panda_oleosa,Panda,oleosa,Pandaceae,60,60,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.565,species
